Date,Open,High,Low,Close,Adj Close,Volume
04-05-2022,282.589996,290.880005,276.730011,289.980011,287.882111,33599300
05-05-2022,285.540009,286.350006,274.339996,277.350006,275.343475,43260400
06-05-2022,274.809998,279.25,271.269989,274.730011,272.742432,37780300
09-05-2022,270.059998,272.359985,263.320007,264.579987,262.665863,47726000
10-05-2022,271.690002,273.75,265.070007,269.5,267.550293,39336400
11-05-2022,265.679993,271.359985,259.299988,260.549988,258.665009,48975900
12-05-2022,257.690002,259.880005,250.020004,255.350006,253.50264,51033800
13-05-2022,257.350006,263.040009,255.350006,261.119995,259.230896,34925100
16-05-2022,259.959991,265.820007,255.779999,261.5,259.608124,32550900
17-05-2022,266.109985,268.329987,262.459991,266.820007,264.889679,28828800
18-05-2022,263,263.600006,252.770004,254.080002,252.82933,31356000
19-05-2022,253.899994,257.670013,251.880005,253.139999,251.893951,32692300
20-05-2022,257.23999,258.540009,246.440002,252.559998,251.316803,39199300
23-05-2022,255.490005,261.5,253.429993,260.649994,259.366974,33175400
24-05-2022,257.890015,261.329987,253.5,259.619995,258.342041,29043900
25-05-2022,258.140015,264.579987,257.130005,262.519989,261.227783,28547900
26-05-2022,262.269989,267.109985,261.429993,265.899994,264.591125,25002100
27-05-2022,268.480011,273.339996,267.559998,273.23999,271.894989,26910800
31-05-2022,272.529999,274.769989,268.929993,271.869995,270.531769,37827700
01-06-2022,275.200012,277.690002,270.040009,272.420013,271.079041,25292200
02-06-2022,264.450012,274.649994,261.600006,274.579987,273.228394,44008200
03-06-2022,270.309998,273.450012,268.410004,270.019989,268.690857,28059000
06-06-2022,272.059998,274.179993,267.220001,268.75,267.427094,22400300
07-06-2022,266.640015,273.130005,265.940002,272.5,271.158661,22860700
08-06-2022,271.709991,273,269.609985,270.410004,269.078949,17372300
09-06-2022,267.779999,272.709991,264.630005,264.790009,263.486633,26439700
10-06-2022,260.579987,260.579987,252.529999,252.990005,251.74469,31422800
13-06-2022,245.110001,249.020004,241.529999,242.259995,241.067505,46135800
14-06-2022,243.860001,245.740005,241.509995,244.490005,243.28653,28651500
15-06-2022,248.309998,255.300003,246.419998,251.759995,250.520737,33111700
16-06-2022,245.979996,247.419998,243.020004,244.970001,243.76416,33169200
17-06-2022,244.699997,250.5,244.029999,247.649994,246.430969,43084800
21-06-2022,250.259995,254.75,249.509995,253.740005,252.490997,29928300
22-06-2022,251.889999,257.170013,250.369995,253.130005,251.884003,25939900
23-06-2022,255.570007,259.369995,253.630005,258.859985,257.585785,25861400
24-06-2022,261.809998,267.980011,261.720001,267.700012,266.382294,33923200
27-06-2022,268.209991,268.299988,263.279999,264.890015,263.586121,24615100
28-06-2022,263.980011,266.910004,256.320007,256.480011,255.217514,27295500
29-06-2022,257.589996,261.970001,255.759995,260.26001,258.978912,20069800
30-06-2022,257.049988,259.529999,252.899994,256.829987,255.565781,31730900
01-07-2022,256.390015,259.769989,254.610001,259.579987,258.302216,22837700
05-07-2022,256.160004,262.980011,254.740005,262.850006,261.556152,22941000
06-07-2022,263.75,267.98999,262.399994,266.209991,264.899597,23824400
07-07-2022,265.119995,269.059998,265.019989,268.399994,267.078827,20859900
08-07-2022,264.790009,268.100006,263.290009,267.660004,266.342468,19658800
11-07-2022,265.649994,266.529999,262.179993,264.51001,263.207977,19455200
12-07-2022,265.880005,265.940002,252.039993,253.669998,252.421326,35868500
13-07-2022,250.190002,253.550003,248.110001,252.720001,251.476013,29497400
14-07-2022,250.570007,255.139999,245.940002,254.080002,252.82933,25102800
15-07-2022,255.720001,260.369995,254.770004,256.720001,255.456314,29774100
18-07-2022,259.75,260.839996,253.300003,254.25,252.998474,20975000
19-07-2022,257.579987,259.720001,253.679993,259.529999,258.252502,25012600
20-07-2022,259.899994,264.869995,258.910004,262.269989,260.979004,22788300
21-07-2022,259.790009,264.890015,257.029999,264.839996,263.536346,22404700
22-07-2022,265.23999,265.329987,259.070007,260.359985,259.0784,21881300
25-07-2022,261,261.5,256.809998,258.829987,257.555908,21056000
26-07-2022,259.859985,259.880005,249.570007,251.899994,250.660034,39348000
27-07-2022,261.160004,270.049988,258.850006,268.73999,267.417145,45994000
28-07-2022,269.75,277.839996,267.869995,276.410004,275.049408,33459300
29-07-2022,277.700012,282,276.630005,280.73999,279.358093,32152800
01-08-2022,277.820007,281.279999,275.839996,278.01001,276.641541,21539600
02-08-2022,276,277.890015,272.380005,274.820007,273.467224,22754200
03-08-2022,276.76001,283.5,276.609985,282.470001,281.079559,23518900
04-08-2022,281.799988,283.799988,280.170013,283.649994,282.253754,18098700
05-08-2022,279.149994,283.649994,278.679993,282.910004,281.517395,16774600
08-08-2022,284.049988,285.920013,279.320007,280.320007,278.940155,18739200
09-08-2022,279.640015,283.079987,277.609985,282.299988,280.9104,23405200
10-08-2022,288.170013,289.809998,286.940002,289.160004,287.736633,24687800
11-08-2022,290.850006,291.209991,286.51001,287.019989,285.607147,20065900
12-08-2022,288.480011,291.910004,286.940002,291.910004,290.473114,22619700
15-08-2022,291,294.179993,290.109985,293.470001,292.025452,18085700
16-08-2022,291.98999,294.040009,290.420013,292.709991,291.269165,18102900
17-08-2022,289.73999,293.350006,289.470001,291.320007,290.501343,18253400
18-08-2022,290.190002,291.910004,289.079987,290.170013,289.354553,17186200
19-08-2022,288.899994,289.25,285.559998,286.149994,285.345856,20570000
22-08-2022,282.079987,282.459991,277.220001,277.75,276.969452,25061100
23-08-2022,276.440002,278.859985,275.399994,276.440002,275.663147,17527400
24-08-2022,275.410004,277.230011,275.109985,275.790009,275.014984,18137000
25-08-2022,277.329987,279.019989,274.519989,278.850006,278.066376,16583400
26-08-2022,279.079987,280.339996,267.980011,268.089996,267.336609,27549300
29-08-2022,265.850006,267.399994,263.850006,265.230011,264.48465,20338500
30-08-2022,266.670013,267.049988,260.660004,262.970001,262.230988,22767100
31-08-2022,265.390015,267.109985,261.329987,261.470001,260.735199,24791800
01-09-2022,258.869995,260.890015,255.410004,260.399994,259.668213,23263400
02-09-2022,261.700012,264.73999,254.470001,256.059998,255.340408,22855400
06-09-2022,256.200012,257.829987,251.940002,253.25,252.5383,21328200
07-09-2022,254.699997,258.829987,253.220001,258.089996,257.364716,24126700
08-09-2022,257.51001,260.429993,254.789993,258.519989,257.793488,20319900
09-09-2022,260.5,265.230011,260.290009,264.459991,263.716797,22084700
12-09-2022,265.779999,267.450012,265.160004,266.649994,265.900635,18747700
13-09-2022,258.839996,260.399994,251.589996,251.990005,251.28186,33353300
14-09-2022,253.529999,254.229996,249.860001,252.220001,251.5112,23913000
15-09-2022,249.770004,251.399994,244.020004,245.380005,244.69043,31530900
16-09-2022,244.259995,245.300003,242.059998,244.740005,244.052231,39791800
19-09-2022,242.470001,245.139999,240.850006,244.520004,243.83284,26826900
20-09-2022,242.070007,243.509995,239.639999,242.449997,241.768661,26660300
21-09-2022,244.270004,247.660004,238.899994,238.949997,238.278488,28625600
22-09-2022,237.869995,243.860001,237.570007,240.979996,240.30278,31061200
23-09-2022,239.539993,241.130005,235.199997,237.919998,237.251389,34176000
26-09-2022,237.050003,241.449997,236.899994,237.449997,236.7827,27694200
27-09-2022,239.979996,241.800003,234.5,236.410004,235.745636,27018700
28-09-2022,236.809998,242.330002,234.729996,241.070007,240.392548,29029700
29-09-2022,238.889999,239.949997,234.410004,237.5,236.832565,27484200
30-09-2022,238.289993,240.539993,232.729996,232.899994,232.245483,35694800
03-10-2022,235.410004,241.610001,234.660004,240.740005,240.063461,28880400
04-10-2022,245.089996,250.360001,244.979996,248.880005,248.180588,34888400
05-10-2022,245.990005,250.580002,244.100006,249.199997,248.49968,20347100
06-10-2022,247.929993,250.339996,246.080002,246.789993,246.096451,20239900
07-10-2022,240.899994,241.320007,233.169998,234.240005,233.581741,37769600
10-10-2022,233.050003,234.559998,226.729996,229.25,228.605759,29743600
11-10-2022,227.619995,229.059998,224.110001,225.410004,224.77655,30474000
12-10-2022,225.399994,227.860001,223.960007,225.75,225.115585,21903900
13-10-2022,219.850006,236.100006,219.130005,234.240005,233.581741,42551800
14-10-2022,235.539993,237.240005,228.339996,228.559998,227.917694,30198600
17-10-2022,235.820007,238.960007,235.139999,237.529999,236.862488,28142300
18-10-2022,243.240005,243.929993,235.369995,238.5,237.829758,26329600
19-10-2022,237.039993,239.610001,234.289993,236.479996,235.81543,19985700
20-10-2022,235.770004,241.309998,234.869995,236.149994,235.486359,21811000
21-10-2022,234.740005,243,234.5,242.119995,241.439575,26299700
24-10-2022,243.759995,247.839996,241.300003,247.25,246.555176,24911200
25-10-2022,247.259995,251.039993,245.830002,250.660004,249.955582,34775500
26-10-2022,231.169998,238.300003,230.059998,231.320007,230.669937,82543200
27-10-2022,231.039993,233.690002,225.779999,226.75,226.112778,40424600
28-10-2022,226.240005,236.600006,226.050003,235.869995,235.207138,40647700
31-10-2022,233.759995,234.919998,231.149994,232.130005,231.477661,28357300
01-11-2022,234.600006,235.740005,227.330002,228.169998,227.528793,30592300
02-11-2022,229.460007,231.300003,220.039993,220.100006,219.481476,38407000
03-11-2022,220.089996,220.410004,213.979996,214.25,213.647903,36633900
04-11-2022,217.550003,221.589996,213.429993,221.389999,220.767838,36789100
07-11-2022,221.990005,228.410004,221.279999,227.869995,227.22963,33498000
08-11-2022,228.699997,231.649994,225.839996,228.869995,228.226822,28192500
09-11-2022,227.369995,228.630005,224.330002,224.509995,223.879074,27852900
10-11-2022,235.429993,243.330002,235,242.979996,242.297165,46268000
11-11-2022,242.990005,247.990005,241.929993,247.110001,246.415558,34620200
14-11-2022,241.990005,243.910004,239.210007,241.550003,240.871185,31123300
15-11-2022,245.660004,247,240.029999,241.970001,241.290009,31390100
16-11-2022,242.789993,243.800003,240.419998,241.729996,241.729996,24093300
17-11-2022,237.779999,243.25,237.630005,241.679993,241.679993,23123500
18-11-2022,243.509995,243.740005,239.029999,241.220001,241.220001,27613500
21-11-2022,241.429993,244.669998,241.190002,242.050003,242.050003,26394700
22-11-2022,243.589996,245.309998,240.710007,245.029999,245.029999,19665700
23-11-2022,245.110001,248.279999,244.270004,247.580002,247.580002,19508500
25-11-2022,247.309998,248.699997,246.729996,247.490005,247.490005,9200800
28-11-2022,246.080002,246.649994,240.800003,241.759995,241.759995,24778200
29-11-2022,241.399994,242.789993,238.210007,240.330002,240.330002,17956300
30-11-2022,240.570007,255.330002,239.860001,255.139999,255.139999,47553800
01-12-2022,253.869995,256.119995,250.919998,254.690002,254.690002,26041500
02-12-2022,249.820007,256.059998,249.690002,255.020004,255.020004,21522800
05-12-2022,252.009995,253.820007,248.059998,250.199997,250.199997,23435300
06-12-2022,250.820007,251.860001,243.779999,245.119995,245.119995,22463700
07-12-2022,244.830002,246.160004,242.210007,244.369995,244.369995,20481500
08-12-2022,244.839996,248.740005,243.059998,247.399994,247.399994,22611800
09-12-2022,244.699997,248.309998,244.160004,245.419998,245.419998,20607100
12-12-2022,247.449997,252.539993,247.169998,252.509995,252.509995,30665100
13-12-2022,261.690002,263.920013,253.070007,256.920013,256.920013,42196900
14-12-2022,257.130005,262.589996,254.309998,257.220001,257.220001,35410900
15-12-2022,253.720001,254.199997,247.339996,249.009995,249.009995,35560400
16-12-2022,248.550003,249.839996,243.509995,244.690002,244.690002,86088100
